Wavelength (nm),Transmittance(%),Std.Dev.
190,0.0749909029822924,0.022403144114125
191,0.0597769295481196,0.0122288555016859
192,0.0704672259207536,0.0112800363250409
193,0.0709783981653846,0.00760966478409559
194,0.0930236974109252,0.0149954395955909
195,0.0683035210790735,0.0174790916416873
196,0.061498512671069,0.01016336528187
197,0.0545390050068959,0.00470608547563373
198,0.117220760775994,0.0145432150173565
199,0.0719644697444866,0.0125700358038312
200,0.0772125970008301,0.0152208867788409
201,0.0673961697946718,0.0103835442860144
202,0.05405065491602,0.0085253119179598
203,0.0623803432301254,0.00895201285395259
204,0.0834282791909122,0.0118367350012
205,0.075729870771692,0.00919631710684886
206,0.0547284992402642,0.0058192252854198
207,0.0538838556389385,0.00873370501115642
208,0.0498714659961211,0.00981513834121011
209,0.0344295633423186,0.00471882598384487
210,0.0364284711294984,0.00673724828299972
211,0.0425567289070235,0.00784076554073259
212,0.0502687122618764,0.0063742200501057
213,0.0430231572757668,0.00612885919372548
214,0.0481377799456808,0.00968386099352932
215,0.0520044624099785,0.00838211072239591
216,0.0577981919838197,0.00641475050487334
217,0.0738327321338478,0.00905046320890206
218,0.0672835647524003,0.00906319241049988
219,0.0483545420887799,0.00745401710942727
220,0.0571136733340934,0.0072297871243395
221,0.0708027249569291,0.00534015704665287
222,0.0836278407364419,0.00854114764983403
223,0.0691486440753422,0.00935585918207564
224,0.0569186702582041,0.00886914092067754
225,0.0701444060210525,0.0078492459976364
226,0.0729500619913039,0.0114611755545319
227,0.0624349544521323,0.00802772531836797
228,0.0677093153245546,0.0083972065545211
229,0.0579139954106715,0.00645803804946177
230,0.0684411993922731,0.0122067996188927
231,0.0458562870841207,0.00505767768644787
232,0.0460074294258723,0.00578933360842709
233,0.055760901230696,0.00512892009709716
234,0.0545528393978993,0.00529529924197793
235,0.0543205765372112,0.00503520003763851
236,0.0578226292464846,0.00386334219329098
237,0.0674849520296951,0.0074133545027514
238,0.0549457325134138,0.00530374834902927
239,0.0567075818811043,0.0060266246466449
240,0.0544897447557385,0.00698630174753115
241,0.0619200098186003,0.00509325113829662
242,0.0739805808518053,0.00420979792526473
243,0.0768982104327961,0.00561407256446161
244,0.0897713744659726,0.00614632376218655
245,0.0943481421404684,0.0095368593668554
246,0.104879689950635,0.00720140096410105
247,0.128022684627938,0.0076515450596687
248,0.122224212978023,0.00910567909788947
249,0.163210124854206,0.00906393165089703
250,0.231657681986044,0.0134244830351351
