Wavelength (nm),Transmittance(%),Std.Dev.
190,0.123309829121364,0.013899835875336
191,0.10592039492517,0.0176349706637423
192,0.0847764269140758,0.0125595253649324
193,0.0583858800633163,0.00846295715023975
194,0.0925634906696372,0.0155346883591321
195,0.088778538453167,0.0189721123382834
196,0.0464298372244641,0.00795743182473062
197,0.0927960086855697,0.0241958889389637
198,0.0705037540551312,0.0130110664357144
199,0.0792693089284991,0.0108591426073902
200,0.0866776681012365,0.00762639702784124
201,0.106435205806355,0.016570186716543
202,0.0866819507873113,0.0221389029407524
203,0.0491705142133987,0.0113619386837855
204,0.0650589138431856,0.0135890842828467
205,0.0594574338685586,0.0169740002932728
206,0.0362570887030937,0.00775998310653578
207,0.0424581589675872,0.00754653170976234
208,0.0501382401827392,0.0104458147829539
209,0.0424540568450437,0.00740268993456479
210,0.034417695491424,0.00677160148327275
211,0.0453515246786197,0.00841506091403196
212,0.0386815961924444,0.00713144355057
213,0.0393408613569106,0.00866888139151577
214,0.0471904752443016,0.0148000566076483
215,0.0354681115839681,0.00797901245116678
216,0.059887622784655,0.00735047476554489
217,0.0648988178217442,0.00823437274649345
218,0.0706879207371696,0.0091155866370033
219,0.0584717801237094,0.00779210432370542
220,0.0695981161665902,0.00787606657800441
221,0.0916227306611853,0.0122105396187495
222,0.0711878743031051,0.0121701258201338
223,0.0717829668738614,0.0111643314588473
224,0.0857283652442456,0.0118120032578048
225,0.058326228566912,0.00977181014554596
226,0.0760639467296559,0.00905758944387227
227,0.0658594800306724,0.00791898622490324
228,0.0581161730819196,0.00803715250085702
229,0.0599838983401765,0.00916867661573234
230,0.0524453529110082,0.00850974473956732
231,0.0556071374429038,0.00550474445664247
232,0.0712061663983165,0.00829824668383191
233,0.0461999366781053,0.00732727924088513
234,0.0574964053534929,0.00651219442383842
235,0.0536413645279714,0.00698523291540272
236,0.0520911533481645,0.00712733609702092
237,0.0481826203875854,0.00636782160656424
238,0.0451784231116819,0.00497617752279606
239,0.0671491736147277,0.00638335587515991
240,0.0696720495037537,0.00401059584128826
241,0.0835581784873232,0.00518829450531688
242,0.0856306239295793,0.00807206750270098
243,0.0814698494764961,0.0062521444801647
244,0.0928248469411431,0.00778752746770551
245,0.112336378782853,0.00768660063085311
246,0.124233237898378,0.007486390167767
247,0.141050452913869,0.00869885905894992
248,0.15436659806923,0.00797436378566327
249,0.20075182939216,0.00706282065372043
250,0.315873121675613,0.00968323876618094
251,0.684697606672376,0.0119570828669539
252,1.53249496203314,0.0104203886368982
253,2.97410792193122,0.0102936139329223
254,4.97332873885635,0.00924410731514281
255,7.27806954305165,0.0112680461233209
256,9.70465188373594,0.0181496288461856
257,12.0992360542518,0.0194342081962052
258,14.3916825976474,0.0135914645294783
259,16.6112471819217,0.0176686852170439
260,18.6713355768416,0.0208028302524933
261,20.6476143827035,0.0146170690458369
262,22.5858302402625,0.0171621408492892
263,24.4783165967142,0.0217499769660069
264,26.3678589745018,0.0178009552937452
265,28.1981789109085,0.010634171869011
266,30.0804520789654,0.00749998306611571
267,31.8889467178268,0.01075591927567
268,33.7039555899678,0.0134411102369973
269,35.4671769762449,0.0170163108221671
270,37.2117948736578,0.0148098568161483
271,38.9140121747649,0.0123996584268053
272,40.536100548394,0.0116431383258406
273,42.1622892042395,0.0121589686861761
274,43.7392694299646,0.0122824786700381
275,45.2355534269252,0.0113240175755842
276,46.7106030201453,0.0111592171215575
277,48.1276860301259,0.016937218391195
278,49.4626936266729,0.0209271083073751
279,50.7349788509071,0.0134076456790915
280,51.9379849238083,0.0113720235607802
281,53.0260420688179,0.0179106916686882
282,54.0573613572846,0.018032290021051
283,55.0424027637694,0.0186345373444214
284,55.9781757877831,0.0200368890894313
285,56.8359878947395,0.020526874318151
286,57.6416581487911,0.0189192338433486
287,58.4504055757865,0.0152922363915978
288,59.2520213670534,0.013521685296039
289,59.9869938310682,0.0131284390285748
290,60.6705009697067,0.0192374004786774
291,61.3570128893094,0.0171988933296573
292,61.9441494031068,0.0201779367149325
293,62.5126023894923,0.0210174820467207
294,63.0927833392117,0.0271953696733724
295,63.6290072786766,0.03374500257256
296,64.0812164325313,0.0329560261354028
297,64.5155978693046,0.0303274906189523
298,64.9612682675893,0.0216714601148571
299,65.3477812225108,0.0228761604845226
300,65.7666259759462,0.0240749620183976
301,66.1490694071784,0.0319276550460664
302,66.5591635029302,0.0206440584798598
303,66.9196859292466,0.0172970855943905
304,67.2914697922076,0.0264328500920425
305,67.7197983570519,0.0237405508248939
306,68.1293814463922,0.024171971312178
307,68.5444520688516,0.0279558340722126
308,68.9484236691209,0.0217917981824389
309,69.3545476591848,0.0253531829217239
310,69.7331208549964,0.0266130284124953
311,70.1225369944602,0.0159087843519026
312,70.4676901426653,0.0099802041856581
313,70.7807283994891,0.0104310972397679
314,71.1432581848033,0.0119552683951957
315,71.4911590976507,0.0151190698324309
316,71.7860407126697,0.0141165776768738
317,72.0922696719472,0.0161199035883284
318,72.3963868867066,0.0153866657142322
319,72.7030641904685,0.0164644583076212
320,72.9639199350876,0.016922653175372
321,73.2482267349659,0.0150252080775494
322,73.5742632040132,0.0150383752970495
323,73.8218701895844,0.0132516605455894
324,74.1239237657025,0.0133773712296628
325,74.3204844595346,0.0149643461422569
326,74.5625794222322,0.0151936981336577
327,74.7823050003792,0.014442813387442
328,74.9949375975395,0.0153618947675958
329,75.160048715147,0.0139020558284252
330,75.3721002451861,0.0116896228133719
331,75.5493220922248,0.0168545730465216
332,75.6737665107621,0.0177218147325615
333,75.8242195855773,0.0163784068224464
