Wavelength (nm),Transmittance(%),Std.Dev.
190,101.577674830617,1.99189223833549
191,101.323152683067,1.97230477763156
192,101.199075301226,1.96160607372127
193,101.043970335574,1.9611718751486
194,100.912035507154,1.95434484787263
195,100.83196092552,1.9456856602234
196,100.744759747862,1.93221165046489
197,100.640284173424,1.93527962480698
198,100.576325689472,1.93063769611262
199,100.561970996641,1.91733251436339
200,100.453934906753,1.9010150620942
201,100.416993139114,1.89942491944807
202,100.407952746438,1.89862474722311
203,100.354719142192,1.88383623364802
204,100.318584877266,1.87617854643358
205,100.311205393091,1.87921596015301
206,100.294576008574,1.88006721422582
207,100.280371631878,1.87445751122224
208,100.258243240163,1.87086304304837
209,100.227755895606,1.8667368757185
210,100.213671012767,1.86413507100546
211,100.219172684533,1.86301326734846
212,100.198928021718,1.85858702084371
213,100.200358216887,1.85808000174239
214,100.190567289235,1.85864529322771
215,100.174177877719,1.84877106603291
216,100.179237409936,1.8430121468229
217,100.179127417388,1.83303457135504
218,100.132281574118,1.82215195885753
219,100.154162233942,1.80210762663608
220,100.121837718785,1.79055728446499
221,100.090512688131,1.78869774122664
222,100.098095743644,1.7690874344087
223,100.068426191685,1.76464461665091
224,100.08413896992,1.75282978026214
225,100.067766968202,1.73652947047559
226,100.030747553795,1.72363327678256
227,100.026244642665,1.71706544305557
228,100.038326081383,1.69994884160674
229,100.027123243554,1.68876517686094
230,99.9930831029951,1.65892589561835
231,100.016690356295,1.65141023779275
232,99.9709083419387,1.64763198564177
233,99.9781530199683,1.64211044038814
234,99.9626763904958,1.63514093174793
235,99.9351317229531,1.62321680430904
236,99.9395208029559,1.61704787560373
237,99.9346928255546,1.61021573657177
238,99.9274512967642,1.60162479173502
239,99.9208685441269,1.59355746492175
240,99.9046329416178,1.58784520190301
241,99.9102273445617,1.5779701198437
242,99.8904837912198,1.57136859988238
243,99.8696476065222,1.5604407614873
244,99.8677835281592,1.55494209239738
245,99.8393880487035,1.54894913413078
246,99.8311669270978,1.53407209071621
247,99.8204256817117,1.53018177024887
248,99.8198776899752,1.51793837208452
249,99.8288651343611,1.50619697474195
250,99.8116581749201,1.4943949270125
251,99.7932489171698,1.48016546110345
252,99.7556738914311,1.47261766524947
253,99.7603836874058,1.46894516164359
254,99.7680512727744,1.46842226100644
255,99.7609313525318,1.45942144187435
256,99.7487738942114,1.45344113549157
257,99.7221640896403,1.44277763528547
258,99.7177845553708,1.43732704730689
259,99.7475691817341,1.42905070754112
260,99.7162517638166,1.42505774990259
261,99.7339897929605,1.41187767894545
262,99.70147248278,1.40521359383719
263,99.7176750694784,1.40369411109589
264,99.6961086929841,1.38883702804611
265,99.694904616569,1.38549458147275
266,99.6995020774857,1.37703056730602
267,99.67728298028,1.37093865236179
268,99.7170181566486,1.36452235141395
269,99.6770640975534,1.35932784126403
270,99.6626189002607,1.35258357046762
271,99.6588985066846,1.35068260400815
272,99.6777207471751,1.34697349383753
273,99.6653545723788,1.34224643056634
274,99.659336192838,1.34099560716353
275,99.6252024447181,1.33294716671145
276,99.6353757041173,1.33024892754885
277,99.6646980042221,1.32809465000163
278,99.6431430853088,1.32740120740001
279,99.601796954081,1.3220422979367
280,99.6075931286808,1.31520895985092
281,99.650801659562,1.30646735443729
282,99.6281558646272,1.3118241723686
283,99.5960011167611,1.30878373758995
284,99.6398610193844,1.30286683530717
285,99.6430336813695,1.30392388140802
286,99.6281558646272,1.2979647006308
287,99.6352663087064,1.29949152896941
288,99.6085774182462,1.28945328847071
289,99.6190771121627,1.28936119867294
290,99.6227960191554,1.29297700970279
291,99.6296873020124,1.28831970288651
292,99.6273901547622,1.27043824963366
293,99.620061515209,1.27945435740195
294,99.6176552138244,1.27558778171562
295,99.6026718267469,1.27104834022516
296,99.6708261418942,1.2568652551476
297,99.6074837637739,1.25616400229729
298,99.6415020388332,1.2557734561071
299,99.6455500023623,1.25529731120156
300,99.6246555247133,1.25304101004626
301,99.6232335467524,1.26377153112361
302,99.599609806036,1.25785730030393
303,99.6106553948254,1.25043802455817
304,99.5916271232364,1.2497093868173
305,99.616123961388,1.2464838792931
306,99.6113116069618,1.24311738912482
307,99.5393727617662,1.2605167067572
308,99.53948205189,1.25801218464248
309,99.5365312606655,1.25308484283656
310,99.5367498347934,1.24425278435896
311,99.5570793267822,1.24721744607274
312,99.5530349572527,1.2542293897851
313,99.5670269886735,1.2544446926114
314,99.5582817385969,1.25669292610217
315,99.5684481643669,1.25293978858881
316,99.5728211398882,1.25080488006543
317,99.585175833417,1.25584368157211
318,99.5693227441069,1.24739044993506
319,99.5459303815918,1.24538948403451
320,99.5679015559304,1.24841218008185
321,99.5613424887466,1.2523228527935
322,99.5657151521918,1.25495484615322
323,99.57785029917,1.24892901190136
324,99.585613195792,1.25035867117147
325,99.5867066101333,1.25693484908157
326,99.6084680522586,1.25365834059305
327,99.5792716293505,1.25344713941225
328,99.5898775796133,1.26022395488045
329,99.5793809632816,1.2676262711555
330,99.6098898194633,1.26836233534263
331,99.5869252944422,1.26725867779378
332,99.6070463053472,1.26443824760361
333,99.6140458707291,1.26775839590954
334,99.5893308535341,1.26767566937135
335,99.6137177551142,1.27492260933023
336,99.6439089162466,1.2779588319598
337,99.6042028724034,1.27476240324469
338,99.627280768119,1.27394257754409
339,99.6351569134156,1.28037583874189
340,99.6086867843538,1.28267386792503
341,99.6198427581359,1.29929036753274
342,99.65441233444,1.29448637904769
343,99.6385482232843,1.28366955963131
344,99.609561717538,1.28405944044766
345,99.6208271687481,1.27243590842845
346,99.6159052129614,1.28555225382174
