Wavelength (nm),Transmittance(%),Std.Dev.
190,0.0908465041419565,0.0191232960067487
191,0.0823384493864337,0.020617179813656
192,0.0750713068421258,0.013393033386197
193,0.0789169090491041,0.00998976986821296
194,0.0720532571646817,0.0138378020662087
195,0.0580601756655941,0.00909094381838449
196,0.0874657983335275,0.0182056587113229
197,0.0677063417101175,0.00890328338822789
198,0.0854428863688726,0.00852823579026604
199,0.0725549006666899,0.0126560900051421
200,0.0554735891313964,0.00722611527723868
201,0.129379799611178,0.023708219875381
202,0.0672502555838567,0.0160997982377881
203,0.0393835607957614,0.00496441815065812
204,0.0806731883425914,0.00853848521189386
205,0.0785915272885386,0.00950796588947637
206,0.0593028520801765,0.0138584048153601
207,0.0420008994284134,0.0066033167860301
208,0.0579572508128717,0.00554460093909566
209,0.0361886027721106,0.00343963094172055
210,0.0390256011582161,0.00566877900017706
211,0.0455904163156367,0.00929024102413415
212,0.0334800788636731,0.00397350051805812
213,0.042821219456922,0.00603428681324336
214,0.0473715460676846,0.0079993296003348
215,0.0654835997702969,0.00917451331003188
216,0.0606354722952828,0.0104050425003464
217,0.0502933343418454,0.00859153001051383
218,0.0616718850314074,0.00747712787451824
219,0.0670358772040317,0.00661500275586381
220,0.070392680636794,0.0123552038480297
221,0.0755383734866169,0.0109043012564246
222,0.0588431936640105,0.0122501211130708
223,0.0858047355532851,0.0105361224371382
224,0.0736674632087236,0.00831061291774472
225,0.0751936429134804,0.00576213055759164
226,0.0992768768827484,0.00607549050090322
227,0.0571182512323658,0.0063697895456086
228,0.0835313937137789,0.00814588380543027
229,0.0635600210608095,0.00723559196130248
230,0.0583017064963359,0.00642699213581721
231,0.0551738831818975,0.00718600400231279
232,0.0458982463891727,0.00557930106495953
233,0.0615469455745722,0.00898852425077197
234,0.0459424130789017,0.0055483622223025
235,0.0527341744613405,0.00589923212586064
236,0.064972609893236,0.00521497298516868
237,0.0550045235265817,0.0041357979917833
238,0.0529060693626671,0.00716255131671754
239,0.0513791386776762,0.00461947722472501
240,0.0668573347082647,0.00351567585664665
241,0.0637910135314351,0.00525890183162239
242,0.0657322634712659,0.00603524190835484
243,0.0881732438763627,0.00501411218406787
244,0.0875292036019615,0.00352820359211045
245,0.0972595386581181,0.00448100697663021
246,0.112079630738137,0.00606202277996167
247,0.117956153004556,0.0050026399730725
248,0.148193710786067,0.00535977233111842
249,0.160015349335925,0.00861535309547122
250,0.240498348649554,0.00756848011760087
251,0.491398051095478,0.0119753625846921
252,1.01762086337722,0.0117357336952693
253,2.04370463066734,0.00770356140826679
254,3.46337692955026,0.00874204355038675
255,5.18452868778672,0.0113451940156387
256,6.99716420429761,0.0139417035496518
257,8.80925408496097,0.010678660838659
258,10.6041644868958,0.00956841914846182
259,12.2941175411761,0.013109022291171
260,13.9953324448335,0.0173532149492563
261,15.6380942562657,0.0226651965137895
262,17.2271220423926,0.0154076353462238
263,18.8415213506703,0.010587482608841
264,20.4624181366877,0.0158097876433236
265,22.0824405316867,0.016712515301691
266,23.682175572927,0.0108213469169667
267,25.334746563565,0.0117915677024951
268,26.8288599636832,0.0140529174304268
269,28.3240655017206,0.0126185382503217
270,30.0246221396679,0.0150011315425879
271,31.678691236886,0.0131149354238151
272,33.2316638274326,0.0110910803414617
273,34.6890277056487,0.012947149329748
274,36.1417078357378,0.0165469999779643
275,37.5499840157206,0.0168195337349203
276,38.9657877210959,0.0131110970941745
277,40.3463678091565,0.013877281539176
278,41.6755320651463,0.0183493531078931
279,42.9132813903255,0.0209780147041718
280,44.107279244057,0.0188831733217804
281,45.1662221712827,0.0187785479463695
282,46.2421088846384,0.0216447937999716
283,47.2251509860921,0.0200089354490005
284,48.1213453857291,0.019761785871645
285,49.0368620013743,0.0200904866989016
286,49.8711922129643,0.0197970237965095
287,50.7482940648127,0.0206808695198867
288,51.5500691111639,0.0184713225074866
289,52.4300956882704,0.0214776147338055
290,53.1745368977523,0.0222403265664197
291,53.8579488175428,0.0282746018734455
292,54.6091114335642,0.0204264160223931
293,55.2573023529616,0.0190975310160691
294,55.9253436786408,0.0229705599984642
295,56.5526356765149,0.0261732650311566
296,57.1065877219585,0.0238368018792081
297,57.6864835632933,0.0239284427576185
298,58.1789313128111,0.0288310079260972
299,58.7436533974193,0.0238122828699606
300,59.2732334969223,0.0244116773600387
301,59.7610485770942,0.0198817089959089
302,60.2841778524036,0.0202613410704139
303,60.8617832670446,0.0163386313185201
304,61.4156505560993,0.0193471730935893
305,62.0247280729651,0.0179620295992281
306,62.6191478611193,0.0203272421895283
307,63.2391193063294,0.023067109606647
308,63.8674026822651,0.0274118331980758
309,64.4905270012875,0.0236824635735597
310,65.0417010174002,0.0220983917615542
311,65.5864950248403,0.0197337037806178
312,66.1675197225925,0.0161634191319189
313,66.7621941658836,0.0191457436111619
314,67.2942035267456,0.0164897088931769
315,67.8262818506653,0.0195277283064549
316,68.3702236547793,0.0157774257039829
317,68.9726527196607,0.0197616639691709
318,69.5415150738006,0.0181968598286316
319,70.0595861309396,0.0172055515299646
320,70.6614598702999,0.0187950307387181
321,71.1910008239808,0.0187259614446338
322,71.7705940336224,0.0194614806287645
323,72.2686826235015,0.0195579511148286
324,72.7901254398325,0.0212173526737152
325,73.2664046980844,0.018962484009716
326,73.7465290714549,0.0178576434573522
327,74.1686175803228,0.0178260576075642
328,74.6077015610695,0.0155416298829634
329,75.0069603911876,0.0188942120524313
330,75.3740036436587,0.0159092550129016
331,75.7517419131525,0.0192887885740792
332,76.0743868246742,0.0165732219952801
333,76.3573985472353,0.0166951896385368
